word,sent_num,pos
took,8894,VBD
the,8894,DT
way,8894,NN
over,8894,IN
the,8894,DT
misty,8894,JJ
moors,8894,NNS
in,8894,IN
the,8894,DT
direction,8894,NN
of,8894,IN
Whitcross,8894,NNP
--,8894,:
there,8894,EX
he,8894,PRP
would,8894,MD
meet,8894,VB
the,8894,DT
coach,8894,NN
.,8894,.
``,8895,``
In,8895,IN
a,8895,DT
few,8895,JJ
more,8895,JJR
hours,8895,NNS
I,8895,PRP
shall,8895,MD
succeed,8895,VB
you,8895,PRP
in,8895,IN
that,8895,DT
track,8895,NN
",",8895,","
cousin,8895,NN
",",8895,","
'',8895,''
thought,8895,VBD
I,8895,PRP
:,8895,:
``,8895,``
I,8895,PRP
too,8895,RB
have,8895,VBP
a,8895,DT
coach,8895,NN
to,8895,TO
meet,8895,VB
at,8895,IN
Whitcross,8895,NNP
.,8895,.
I,8896,PRP
too,8896,RB
have,8896,VBP
some,8896,DT
to,8896,TO
see,8896,VB
and,8896,CC
ask,8896,VB
after,8896,IN
in,8896,IN
England,8896,NNP
",",8896,","
before,8896,IN
I,8896,PRP
depart,8896,VBP
for,8896,IN
ever,8896,RB
.,8896,.
'',8896,''
It,8897,PRP
wanted,8897,VBD
yet,8897,RB
two,8897,CD
hours,8897,NNS
of,8897,IN
breakfast-time,8897,NN
.,8897,.
I,8898,PRP
filled,8898,VBD
the,8898,DT
interval,8898,NN
in,8898,IN
walking,8898,VBG
softly,8898,RB
about,8898,IN
my,8898,PRP$
room,8898,NN
",",8898,","
and,8898,CC
pondering,8898,VBG
the,8898,DT
visitation,8898,NN
which,8898,WDT
had,8898,VBD
given,8898,VBN
my,8898,PRP$
plans,8898,NNS
their,8898,PRP$
present,8898,JJ
bent,8898,NN
.,8898,.
I,8899,PRP
recalled,8899,VBD
that,8899,DT
inward,8899,JJ
sensation,8899,NN
I,8899,PRP
had,8899,VBD
experienced,8899,VBN
:,8899,:
for,8899,IN
I,8899,PRP
could,8899,MD
recall,8899,VB
it,8899,PRP
",",8899,","
with,8899,IN
all,8899,DT
its,8899,PRP$
unspeakable,8899,JJ
strangeness,8899,NN
.,8899,.
I,8900,PRP
recalled,8900,VBD
the,8900,DT
voice,8900,NN
I,8900,PRP
had,8900,VBD
heard,8900,VBN
;,8900,:
again,8900,RB
I,8900,PRP
questioned,8900,VBD
whence,8900,NN
it,8900,PRP
came,8900,VBD
",",8900,","
as,8900,RB
vainly,8900,RB
as,8900,IN
before,8900,IN
:,8900,:
it,8900,PRP
seemed,8900,VBD
in,8900,IN
_me_,8900,NNP
--,8900,:
not,8900,RB
in,8900,IN
the,8900,DT
external,8900,JJ
world,8900,NN
.,8900,.
I,8901,PRP
asked,8901,VBD
was,8901,VBD
it,8901,PRP
a,8901,DT
mere,8901,JJ
nervous,8901,JJ
impression,8901,NN
--,8901,:
a,8901,DT
delusion,8901,NN
?,8901,.
I,8902,PRP
could,8902,MD
not,8902,RB
conceive,8902,VB
or,8902,CC
believe,8902,VB
:,8902,:
it,8902,PRP
was,8902,VBD
more,8902,RBR
like,8902,IN
an,8902,DT
inspiration,8902,NN
.,8902,.
The,8903,DT
wondrous,8903,JJ
shock,8903,NN
of,8903,IN
feeling,8903,NN
had,8903,VBD
come,8903,VBN
like,8903,IN
the,8903,DT
earthquake,8903,NN
which,8903,WDT
shook,8903,VBD
the,8903,DT
foundations,8903,NNS
of,8903,IN
Paul,8903,NNP
and,8903,CC
Silas,8903,NNP
's,8903,POS
prison,8903,NN
;,8903,:
it,8903,PRP
had,8903,VBD
opened,8903,VBN
the,8903,DT
doors,8903,NNS
of,8903,IN
the,8903,DT
soul,8903,NN
's,8903,POS
cell,8903,NN
and,8903,CC
loosed,8903,VBD
its,8903,PRP$
bands,8903,NNS
--,8903,:
it,8903,PRP
had,8903,VBD
wakened,8903,VBN
it,8903,PRP
out,8903,IN
of,8903,IN
its,8903,PRP$
sleep,8903,NN
",",8903,","
whence,8903,NN
it,8903,PRP
sprang,8903,VBD
trembling,8903,VBG
",",8903,","
listening,8903,VBG
",",8903,","
aghast,8903,RB
;,8903,:
then,8903,RB
vibrated,8903,VBD
thrice,8903,NN
a,8903,DT
cry,8903,NN
on,8903,IN
my,8903,PRP$
startled,8903,JJ
ear,8903,NN
",",8903,","
and,8903,CC
in,8903,IN
my,8903,PRP$
quaking,8903,JJ
heart,8903,NN
and,8903,CC
through,8903,IN
my,8903,PRP$
spirit,8903,NN
",",8903,","
which,8903,WDT
neither,8903,RB
feared,8903,VBD
nor,8903,CC
shook,8903,NN
",",8903,","
but,8903,CC
exulted,8903,VBD
as,8903,IN
if,8903,IN
in,8903,IN
joy,8903,NN
over,8903,IN
the,8903,DT
success,8903,NN
of,8903,IN
one,8903,CD
effort,8903,NN
it,8903,PRP
had,8903,VBD
been,8903,VBN
privileged,8903,VBN
to,8903,TO
make,8903,VB
",",8903,","
independent,8903,JJ
of,8903,IN
the,8903,DT
cumbrous,8903,JJ
body,8903,NN
.,8903,.
``,8904,``
Ere,8904,RB
many,8904,JJ
days,8904,NNS
",",8904,","
'',8904,''
I,8904,PRP
said,8904,VBD
",",8904,","
as,8904,IN
I,8904,PRP
terminated,8904,VBD
my,8904,PRP$
musings,8904,NNS
",",8904,","
``,8904,``
I,8904,PRP
will,8904,MD
know,8904,VB
something,8904,NN
of,8904,IN
him,8904,PRP
whose,8904,WP$
voice,8904,NN
seemed,8904,VBD
last,8904,JJ
night,8904,NN
to,8904,TO
summon,8904,VB
me,8904,PRP
.,8904,.
Letters,8905,NNS
have,8905,VBP
proved,8905,VBN
of,8905,IN
no,8905,DT
avail,8905,NN
--,8905,:
personal,8905,JJ
inquiry,8905,NN
shall,8905,MD
replace,8905,VB
them,8905,PRP
.,8905,.
'',8905,''
At,8906,IN
breakfast,8906,NN
I,8906,PRP
announced,8906,VBD
to,8906,TO
Diana,8906,NNP
and,8906,CC
Mary,8906,NNP
that,8906,IN
I,8906,PRP
was,8906,VBD
going,8906,VBG
a,8906,DT
journey,8906,NN
",",8906,","
and,8906,CC
should,8906,MD
be,8906,VB
absent,8906,JJ
at,8906,IN
least,8906,JJS
four,8906,CD
days,8906,NNS
.,8906,.
``,8907,``
Alone,8907,RB
",",8907,","
Jane,8907,NNP
?,8907,.
'',8907,''
they,8908,PRP
asked,8908,VBD
.,8908,.
``,8909,``
Yes,8909,RB
;,8909,:
it,8909,PRP
was,8909,VBD
to,8909,TO
see,8909,VB
or,8909,CC
hear,8909,VB
news,8909,NN
of,8909,IN
a,8909,DT
friend,8909,NN
about,8909,IN
whom,8909,WP
I,8909,PRP
had,8909,VBD
for,8909,IN
some,8909,DT
time,8909,NN
been,8909,VBN
uneasy,8909,JJ
.,8909,.
'',8909,''
They,8910,PRP
might,8910,MD
have,8910,VB
said,8910,VBD
",",8910,","
as,8910,IN
I,8910,PRP
have,8910,VBP
no,8910,DT
doubt,8910,NN
they,8910,PRP
thought,8910,VBD
",",8910,","
that,8910,IN
they,8910,PRP
had,8910,VBD
believed,8910,VBN
me,8910,PRP
to,8910,TO
be,8910,VB
without,8910,IN
any,8910,DT
friends,8910,NNS
save,8910,VBP
them,8910,PRP
:,8910,:
for,8910,IN
",",8910,","
indeed,8910,RB
",",8910,","
I,8910,PRP
had,8910,VBD
often,8910,RB
said,8910,VBD
so,8910,RB
;,8910,:
but,8910,CC
",",8910,","
with,8910,IN
their,8910,PRP$
true,8910,JJ
natural,8910,JJ
delicacy,8910,NN
",",8910,","
they,8910,PRP
abstained,8910,VBD
from,8910,IN
comment,8910,NN
",",8910,","
except,8910,IN
that,8910,DT
Diana,8910,NNP
asked,8910,VBD
me,8910,PRP
if,8910,IN
I,8910,PRP
was,8910,VBD
sure,8910,JJ
I,8910,PRP
was,8910,VBD
well,8910,RB
enough,8910,RB
to,8910,TO
travel,8910,VB
.,8910,.
I,8911,PRP
looked,8911,VBD
very,8911,RB
pale,8911,JJ
",",8911,","
she,8911,PRP
observed,8911,VBD
.,8911,.
I,8912,PRP
replied,8912,VBD
",",8912,","
that,8912,IN
nothing,8912,NN
ailed,8912,VBD
me,8912,PRP
save,8912,VB
anxiety,8912,NN
of,8912,IN
mind,8912,NN
",",8912,","
which,8912,WDT
I,8912,PRP
hoped,8912,VBD
soon,8912,RB
to,8912,TO
alleviate,8912,VB
.,8912,.
It,8913,PRP
was,8913,VBD
easy,8913,JJ
to,8913,TO
make,8913,VB
my,8913,PRP$
further,8913,JJ
arrangements,8913,NNS
;,8913,:
for,8913,IN
I,8913,PRP
was,8913,VBD
troubled,8913,VBN
with,8913,IN
no,8913,DT
inquiries,8913,NNS
--,8913,:
no,8913,DT
surmises,8913,NNS
.,8913,.
Having,8914,VBG
once,8914,RB
explained,8914,VBN
to,8914,TO
them,8914,PRP
that,8914,IN
I,8914,PRP
could,8914,MD
not,8914,RB
now,8914,RB
be,8914,VB
explicit,8914,VBN
about,8914,IN
my,8914,PRP$
plans,8914,NNS
",",8914,","
they,8914,PRP
kindly,8914,RB
and,8914,CC
wisely,8914,RB
acquiesced,8914,VBN
in,8914,IN
the,8914,DT
silence,8914,NN
with,8914,IN
which,8914,WDT
I,8914,PRP
pursued,8914,VBD
them,8914,PRP
",",8914,","
according,8914,VBG
to,8914,TO
me,8914,PRP
the,8914,DT
privilege,8914,NN
of,8914,IN
free,8914,JJ
action,8914,NN
I,8914,PRP
should,8914,MD
under,8914,IN
similar,8914,JJ
circumstances,8914,NNS
have,8914,VBP
accorded,8914,VBN
them,8914,PRP
.,8914,.
I,8915,PRP
left,8915,VBD
Moor,8915,NNP
House,8915,NNP
at,8915,IN
three,8915,CD
o'clock,8915,NN
p.m.,8915,NN
",",8915,","
and,8915,CC
soon,8915,RB
after,8915,IN
four,8915,CD
I,8915,PRP
stood,8915,VBD
at,8915,IN
the,8915,DT
foot,8915,NN
of,8915,IN
the,8915,DT
sign-post,8915,NN
of,8915,IN
Whitcross,8915,NNP
",",8915,","
waiting,8915,VBG
the,8915,DT
arrival,8915,NN
of,8915,IN
the,8915,DT
coach,8915,NN
which,8915,WDT
was,8915,VBD
to,8915,TO
take,8915,VB
me,8915,PRP
to,8915,TO
distant,8915,VB
Thornfield,8915,NNP
.,8915,.
Amidst,8916,IN
the,8916,DT
silence,8916,NN
of,8916,IN
those,8916,DT
solitary,8916,JJ
roads,8916,NNS
and,8916,CC
desert,8916,NN
hills,8916,NNS
",",8916,","
I,8916,PRP
heard,8916,VBD
it,8916,PRP
approach,8916,NN
from,8916,IN
a,8916,DT
great,8916,JJ
distance,8916,NN
.,8916,.
It,8917,PRP
was,8917,VBD
the,8917,DT
same,8917,JJ
vehicle,8917,NN
whence,8917,NN
",",8917,","
a,8917,DT
year,8917,NN
ago,8917,RB
",",8917,","
I,8917,PRP
had,8917,VBD
alighted,8917,VBN
one,8917,CD
summer,8917,NN
evening,8917,NN
on,8917,IN
this,8917,DT
very,8917,RB
spot,8917,NN
--,8917,:
how,8917,WRB
desolate,8917,NN
",",8917,","
and,8917,CC
hopeless,8917,NN
",",8917,","
and,8917,CC
objectless,8917,NN
!,8917,.
It,8918,PRP
stopped,8918,VBD
as,8918,IN
I,8918,PRP
beckoned,8918,VBD
.,8918,.
I,8919,PRP
entered,8919,VBD
--,8919,:
not,8919,RB
now,8919,RB
obliged,8919,VBN
to,8919,TO
part,8919,NN
with,8919,IN
my,8919,PRP$
whole,8919,JJ
fortune,8919,NN
as,8919,IN
the,8919,DT
price,8919,NN
of,8919,IN
its,8919,PRP$
accommodation,8919,NN
.,8919,.
Once,8920,RB
more,8920,RBR
on,8920,IN
the,8920,DT
road,8920,NN
to,8920,TO
Thornfield,8920,NNP
",",8920,","
I,8920,PRP
felt,8920,VBP
like,8920,IN
the,8920,DT
messenger-pigeon,8920,NN
flying,8920,VBG
home,8920,NN
.,8920,.
It,8921,PRP
was,8921,VBD
a,8921,DT
journey,8921,NN
of,8921,IN
six-and-thirty,8921,JJ
hours,8921,NNS
.,8921,.
I,8922,PRP
had,8922,VBD
set,8922,VBN
out,8922,RP
from,8922,IN
Whitcross,8922,NNP
on,8922,IN
a,8922,DT
Tuesday,8922,NNP
afternoon,8922,NN
",",8922,","
and,8922,CC
early,8922,RB
on,8922,IN
the,8922,DT
succeeding,8922,VBG
Thursday,8922,NNP
morning,8922,NN
the,8922,DT
coach,8922,NN
stopped,8922,VBD
to,8922,TO
water,8922,NN
the,8922,DT
horses,8922,NNS
at,8922,IN
a,8922,DT
wayside,8922,NN
inn,8922,NN
",",8922,","
situated,8922,VBN
in,8922,IN
the,8922,DT
midst,8922,NN
of,8922,IN
scenery,8922,NN
whose,8922,WP$
green,8922,JJ
hedges,8922,NNS
and,8922,CC
large,8922,JJ
fields,8922,NNS
and,8922,CC
low,8922,JJ
pastoral,8922,JJ
hills,8922,NNS
(,8922,(
how,8922,WRB
mild,8922,NN
of,8922,IN
feature,8922,NN
and,8922,CC
verdant,8922,NN
of,8922,IN
hue,8922,NN
compared,8922,VBN
with,8922,IN
the,8922,DT
stern,8922,JJ
North-,8922,NNP
Midland,8922,NNP
moors,8922,NNS
of,8922,IN
Morton,8922,NNP
!,8922,.
),8922,)
met,8923,VBN
my,8923,PRP$
eye,8923,NN
like,8923,IN
the,8923,DT
lineaments,8923,NNS
of,8923,IN
a,8923,DT
once,8923,RB
familiar,8923,JJ
face,8923,NN
.,8923,.
Yes,8924,UH
",",8924,","
I,8924,PRP
knew,8924,VBD
the,8924,DT
character,8924,NN
of,8924,IN
this,8924,DT
landscape,8924,NN
:,8924,:
I,8924,PRP
was,8924,VBD
sure,8924,JJ
we,8924,PRP
were,8924,VBD
near,8924,IN
my,8924,PRP$
bourne,8924,NN
.,8924,.
``,8925,``
How,8925,WRB
far,8925,RB
is,8925,VBZ
Thornfield,8925,NNP
Hall,8925,NNP
from,8925,IN
here,8925,RB
?,8925,.
'',8925,''
I,8926,PRP
asked,8926,VBD
of,8926,IN
the,8926,DT
ostler,8926,NN
.,8926,.
``,8927,``
Just,8927,RB
two,8927,CD
miles,8927,NNS
",",8927,","
ma'am,8927,NN
",",8927,","
across,8927,IN
the,8927,DT
fields,8927,NNS
.,8927,.
'',8927,''
``,8928,``
My,8928,PRP$
journey,8928,NN
is,8928,VBZ
closed,8928,VBN
",",8928,","
'',8928,''
I,8928,PRP
thought,8928,VBD
to,8928,TO
myself,8928,VB
.,8928,.
I,8929,PRP
got,8929,VBD
out,8929,RB
of,8929,IN
the,8929,DT
coach,8929,NN
",",8929,","
gave,8929,VBD
a,8929,DT
box,8929,NN
I,8929,PRP
had,8929,VBD
into,8929,IN
the,8929,DT
ostler,8929,NN
's,8929,POS
charge,8929,NN
",",8929,","
to,8929,TO
be,8929,VB
kept,8929,VBN
till,8929,NN
I,8929,PRP
called,8929,VBD
for,8929,IN
it,8929,PRP
;,8929,:
paid,8929,VBN
my,8929,PRP$
fare,8929,NN
;,8929,:
satisfied,8929,VBD
the,8929,DT
coachman,8929,NN
",",8929,","
and,8929,CC
was,8929,VBD
going,8929,VBG
:,8929,:
the,8929,DT
brightening,8929,NN
day,8929,NN
gleamed,8929,VBD
on,8929,IN
the,8929,DT
sign,8929,NN
of,8929,IN
the,8929,DT
inn,8929,NN
",",8929,","
and,8929,CC
I,8929,PRP
read,8929,VBP
in,8929,IN
gilt,8929,JJ
letters,8929,NNS
",",8929,","
``,8929,``
The,8929,DT
Rochester,8929,NNP
Arms,8929,NNP
.,8929,.
'',8929,''
My,8930,PRP$
heart,8930,NN
leapt,8930,VBZ
up,8930,IN
:,8930,:
I,8930,PRP
was,8930,VBD
already,8930,RB
on,8930,IN
my,8930,PRP$
master,8930,NN
's,8930,POS
very,8930,JJ
lands,8930,NNS
.,8930,.
It,8931,PRP
fell,8931,VBD
again,8931,RB
:,8931,:
the,8931,DT
thought,8931,JJ
struck,8931,NN
it,8931,PRP
:,8931,:
--,8931,:
'',8931,''
Your,8931,PRP$
master,8931,NN
himself,8931,PRP
may,8931,MD
be,8931,VB
beyond,8931,IN
the,8931,DT
British,8931,JJ
Channel,8931,NNP
",",8931,","
for,8931,IN
aught,8931,NN
you,8931,PRP
know,8931,VBP
:,8931,:
and,8931,CC
then,8931,RB
",",8931,","
if,8931,IN
he,8931,PRP
is,8931,VBZ
at,8931,IN
Thornfield,8931,NNP
Hall,8931,NNP
",",8931,","
towards,8931,NNS
which,8931,WDT
you,8931,PRP
hasten,8931,VBP
",",8931,","
who,8931,WP
besides,8931,IN
him,8931,PRP
is,8931,VBZ
there,8931,RB
?,8931,.
His,8932,PRP$
lunatic,8932,JJ
wife,8932,NN
:,8932,:
and,8932,CC
you,8932,PRP
have,8932,VBP
nothing,8932,NN
to,8932,TO
do,8932,VB
with,8932,IN
him,8932,PRP
:,8932,:
you,8932,PRP
dare,8932,VBP
not,8932,RB
speak,8932,VBN
to,8932,TO
him,8932,PRP
or,8932,CC
seek,8932,VB
his,8932,PRP$
presence,8932,NN
.,8932,.
You,8933,PRP
have,8933,VBP
lost,8933,VBN
your,8933,PRP$
labour,8933,NN
--,8933,:
you,8933,PRP
had,8933,VBD
better,8933,JJR
go,8933,VB
no,8933,DT
farther,8933,NN
",",8933,","
'',8933,''
urged,8933,VBD
the,8933,DT
monitor,8933,NN
.,8933,.
``,8934,``
Ask,8934,DT
information,8934,NN
of,8934,IN
the,8934,DT
people,8934,NNS
at,8934,IN
the,8934,DT
inn,8934,NN
;,8934,:
they,8934,PRP
can,8934,MD
give,8934,VB
you,8934,PRP
all,8934,DT
you,8934,PRP
seek,8934,VBP
:,8934,:
they,8934,PRP
can,8934,MD
solve,8934,VB
your,8934,PRP$
doubts,8934,NNS
at,8934,IN
once,8934,RB
.,8934,.
Go,8935,VB
up,8935,RP
to,8935,TO
that,8935,DT
man,8935,NN
",",8935,","
and,8935,CC
inquire,8935,VB
if,8935,IN
Mr.,8935,NNP
Rochester,8935,NNP
be,8935,VB
at,8935,IN
home,8935,NN
.,8935,.
'',8935,''
The,8936,DT
suggestion,8936,NN
was,8936,VBD
sensible,8936,JJ
",",8936,","
and,8936,CC
yet,8936,RB
I,8936,PRP
could,8936,MD
not,8936,RB
force,8936,VB
myself,8936,PRP
to,8936,TO
act,8936,VB
on,8936,IN
it,8936,PRP
.,8936,.
I,8937,PRP
so,8937,RB
dreaded,8937,VBD
a,8937,DT
reply,8937,NN
that,8937,WDT
would,8937,MD
crush,8937,VB
me,8937,PRP
with,8937,IN
despair,8937,NN
.,8937,.
To,8938,TO
prolong,8938,VB
doubt,8938,NN
was,8938,VBD
to,8938,TO
prolong,8938,JJ
hope,8938,NN
.,8938,.
I,8939,PRP
might,8939,MD
yet,8939,RB
once,8939,RB
more,8939,RBR
see,8939,VBP
the,8939,DT
Hall,8939,NNP
under,8939,IN
the,8939,DT
ray,8939,NN
of,8939,IN
her,8939,PRP$
star,8939,NN
.,8939,.
There,8940,EX
was,8940,VBD
the,8940,DT
stile,8940,NN
before,8940,IN
me,8940,PRP
--,8940,:
the,8940,DT
very,8940,RB
fields,8940,NNS
through,8940,IN
which,8940,WDT
I,8940,PRP
had,8940,VBD
hurried,8940,VBN
",",8940,","
blind,8940,VB
",",8940,","
deaf,8940,NN
",",8940,","
distracted,8940,VBN
with,8940,IN
a,8940,DT
revengeful,8940,JJ
fury,8940,NN
tracking,8940,NN
and,8940,CC
scourging,8940,VBG
me,8940,PRP
",",8940,","
on,8940,IN
the,8940,DT
morning,8940,NN
I,8940,PRP
fled,8940,VBD
from,8940,IN
Thornfield,8940,NNP
:,8940,:
ere,8940,RB
I,8940,PRP
well,8940,VBP
knew,8940,VB
what,8940,WP
course,8940,NN
I,8940,PRP
had,8940,VBD
resolved,8940,VBN
to,8940,TO
take,8940,VB
",",8940,","
I,8940,PRP
was,8940,VBD
in,8940,IN
the,8940,DT
midst,8940,NN
of,8940,IN
them,8940,PRP
.,8940,.
How,8941,WRB
fast,8941,JJ
I,8941,PRP
walked,8941,VBD
!,8941,.
How,8942,WRB
I,8942,PRP
ran,8942,VBD
sometimes,8942,RB
!,8942,.
How,8943,WRB
I,8943,PRP
looked,8943,VBD
forward,8943,RB
to,8943,TO
catch,8943,VB
the,8943,DT
first,8943,JJ
view,8943,NN
of,8943,IN
the,8943,DT
well-known,8943,JJ
woods,8943,NNS
!,8943,.
With,8944,IN
what,8944,WP
feelings,8944,NNS
I,8944,PRP
welcomed,8944,VBD
single,8944,JJ
trees,8944,NNS
I,8944,PRP
knew,8944,VBD
",",8944,","
and,8944,CC
familiar,8944,JJ
glimpses,8944,NNS
of,8944,IN
meadow,8944,NN
and,8944,CC
hill,8944,NN
between,8944,IN
them,8944,PRP
!,8944,.
At,8945,IN
last,8945,JJ
the,8945,DT
woods,8945,NNS
rose,8945,VBD
;,8945,:
the,8945,DT
rookery,8945,NN
clustered,8945,VBD
dark,8945,NN
;,8945,:
a,8945,DT
loud,8945,JJ
cawing,8945,NN
broke,8945,VBD
the,8945,DT
morning,8945,NN
stillness,8945,NN
.,8945,.
Strange,8946,JJ
delight,8946,NN
inspired,8946,VBD
me,8946,PRP
:,8946,:
on,8946,IN
I,8946,PRP
hastened,8946,VBD
.,8946,.
Another,8947,DT
field,8947,NN
crossed,8947,VBN
--,8947,:
a,8947,DT
lane,8947,NN
threaded,8947,VBN
--,8947,:
and,8947,CC
there,8947,EX
were,8947,VBD
the,8947,DT
courtyard,8947,NN
walls,8947,NNS
--,8947,:
the,8947,DT
back,8947,JJ
offices,8947,NNS
:,8947,:
the,8947,DT
house,8947,NN
itself,8947,PRP
",",8947,","
the,8947,DT
rookery,8947,NN
still,8947,RB
hid,8947,VBZ
.,8947,.
``,8948,``
My,8948,PRP$
first,8948,JJ
view,8948,NN
of,8948,IN
it,8948,PRP
shall,8948,MD
be,8948,VB
in,8948,IN
front,8948,NN
",",8948,","
'',8948,''
I,8948,PRP
determined,8948,VBD
",",8948,","
``,8948,``
where,8948,WRB
its,8948,PRP$
bold,8948,JJ
battlements,8948,NNS
will,8948,MD
strike,8948,VB
the,8948,DT
eye,8948,NN
nobly,8948,RB
at,8948,IN
once,8948,RB
",",8948,","
and,8948,CC
where,8948,WRB
I,8948,PRP
can,8948,MD
single,8948,JJ
out,8948,RP
my,8948,PRP$
master,8948,NN
's,8948,POS
very,8948,RB
window,8948,JJ
:,8948,:
perhaps,8948,RB
he,8948,PRP
will,8948,MD
be,8948,VB
standing,8948,VBG
at,8948,IN
it,8948,PRP
--,8948,:
he,8948,PRP
rises,8948,VBZ
early,8948,JJ
:,8948,:
perhaps,8948,RB
he,8948,PRP
is,8948,VBZ
now,8948,RB
walking,8948,VBG
in,8948,IN
the,8948,DT
orchard,8948,NN
",",8948,","
or,8948,CC
on,8948,IN
the,8948,DT
pavement,8948,NN
in,8948,IN
front,8948,NN
.,8948,.
Could,8949,MD
I,8949,PRP
but,8949,CC
see,8949,VBP
him,8949,PRP
!,8949,.
--,8949,:
but,8949,CC
a,8949,DT
moment,8949,NN
!,8949,.
Surely,8950,RB
",",8950,","
in,8950,IN
that,8950,DT
case,8950,NN
",",8950,","
I,8950,PRP
should,8950,MD
not,8950,RB
be,8950,VB
so,8950,RB
mad,8950,JJ
as,8950,IN
to,8950,TO
run,8950,VB
to,8950,TO
him,8950,PRP
?,8950,.
I,8951,PRP
can,8951,MD
not,8951,RB
tell,8951,VB
--,8951,:
I,8951,PRP
am,8951,VBP
not,8951,RB
certain,8951,JJ
.,8951,.
And,8952,CC
if,8952,IN
I,8952,PRP
did,8952,VBD
--,8952,:
what,8952,WP
then,8952,RB
?,8952,.
God,8953,NNP
bless,8953,VBD
him,8953,PRP
!,8953,.
What,8954,WP
then,8954,RB
?,8954,.
Who,8955,WP
would,8955,MD
be,8955,VB
hurt,8955,VBN
by,8955,IN
my,8955,PRP$
once,8955,RB
more,8955,RBR
tasting,8955,VBG
the,8955,DT
life,8955,NN
his,8955,PRP$
glance,8955,NN
can,8955,MD
give,8955,VB
me,8955,PRP
?,8955,.
I,8956,PRP
rave,8956,VBP
:,8956,:
perhaps,8956,RB
at,8956,IN
this,8956,DT
moment,8956,NN
he,8956,PRP
is,8956,VBZ
watching,8956,VBG
the,8956,DT
sun,8956,NN
rise,8956,NN
over,8956,IN
the,8956,DT
Pyrenees,8956,NNP
",",8956,","
or,8956,CC
on,8956,IN
the,8956,DT
tideless,8956,NN
sea,8956,NN
of,8956,IN
the,8956,DT
south,8956,NN
.,8956,.
'',8956,''
I,8957,PRP
had,8957,VBD
coasted,8957,VBN
along,8957,IN
the,8957,DT
lower,8957,JJR
wall,8957,NN
of,8957,IN
the,8957,DT
orchard,8957,NN
--,8957,:
turned,8957,VBD
its,8957,PRP$
angle,8957,NN
:,8957,:
there,8957,EX
was,8957,VBD
a,8957,DT
gate,8957,NN
just,8957,RB
there,8957,RB
",",8957,","
opening,8957,VBG
into,8957,IN
the,8957,DT
meadow,8957,NN
",",8957,","
between,8957,IN
two,8957,CD
stone,8957,NN
pillars,8957,NNS
crowned,8957,VBN
by,8957,IN
stone,8957,NN
balls,8957,NNS
.,8957,.
From,8958,IN
behind,8958,IN
one,8958,CD
pillar,8958,NN
I,8958,PRP
could,8958,MD
peep,8958,VB
round,8958,NN
quietly,8958,RB
at,8958,IN
the,8958,DT
full,8958,JJ
front,8958,NN
of,8958,IN
the,8958,DT
mansion,8958,NN
.,8958,.
I,8959,PRP
advanced,8959,VBD
my,8959,PRP$
head,8959,NN
with,8959,IN
precaution,8959,NN
",",8959,","
desirous,8959,JJ
to,8959,TO
ascertain,8959,VB
if,8959,IN
any,8959,DT
bedroom,8959,NN
window-blinds,8959,NNS
were,8959,VBD
yet,8959,RB
drawn,8959,VBN
up,8959,RP
:,8959,:
battlements,8959,NNS
",",8959,","
windows,8959,NNS
",",8959,","
long,8959,RB
front,8959,NN
--,8959,:
all,8959,DT
from,8959,IN
this,8959,DT
sheltered,8959,VBN
station,8959,NN
were,8959,VBD
at,8959,IN
my,8959,PRP$
command,8959,NN
.,8959,.
The,8960,DT
crows,8960,NNS
sailing,8960,VBG
overhead,8960,JJ
perhaps,8960,RB
watched,8960,VBD
me,8960,PRP
while,8960,IN
I,8960,PRP
took,8960,VBD
this,8960,DT
survey,8960,NN
.,8960,.
I,8961,PRP
wonder,8961,VBP
what,8961,WP
they,8961,PRP
thought,8961,VBD
.,8961,.
They,8962,PRP
must,8962,MD
have,8962,VB
considered,8962,VBN
I,8962,PRP
was,8962,VBD
very,8962,RB
careful,8962,JJ
and,8962,CC
timid,8962,NN
at,8962,IN
first,8962,JJ
",",8962,","
and,8962,CC
that,8962,IN
gradually,8962,RB
I,8962,PRP
grew,8962,VBD
very,8962,RB
bold,8962,JJ
and,8962,CC
reckless,8962,JJ
.,8962,.
A,8963,DT
peep,8963,NN
",",8963,","
and,8963,CC
then,8963,RB
a,8963,DT
long,8963,JJ
stare,8963,NN
;,8963,:
and,8963,CC
then,8963,RB
a,8963,DT
departure,8963,NN
from,8963,IN
my,8963,PRP$
niche,8963,NN
and,8963,CC
a,8963,DT
straying,8963,VBG
out,8963,RP
into,8963,IN
the,8963,DT
meadow,8963,NN
;,8963,:
and,8963,CC
a,8963,DT
sudden,8963,JJ
stop,8963,NN
full,8963,JJ
in,8963,IN
front,8963,NN
of,8963,IN
the,8963,DT
great,8963,JJ
mansion,8963,NN
",",8963,","
and,8963,CC
a,8963,DT
protracted,8963,JJ
",",8963,","
hardy,8963,JJ
gaze,8963,NN
towards,8963,IN
it,8963,PRP
.,8963,.
``,8964,``
What,8964,WP
affectation,8964,NN
of,8964,IN
diffidence,8964,NN
was,8964,VBD
this,8964,DT
at,8964,IN
first,8964,JJ
?,8964,.
'',8964,''
they,8965,PRP
might,8965,MD
have,8965,VB
demanded,8965,VBN
;,8965,:
'',8965,''
what,8965,WP
